;Orgão;Instrumento;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Código Item;IPT;Valor DL;Nº DL;Valor Item;Data Pagamento;Dia;Quinzena;Mês;Ano;Situação OBT;CNPJ 14FILL;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ;codigo;Código do município (IBGE);Nome do município;mun_upp;Região de Planejamento;REGIÃO DE PLANEJAMENTO;Nº LOTE;UNIDADE GERENCIADORA;Município;NÚMERO DE COZINHAS POR MUNICÍPIO;N° COZINHAS TOTAL /LOTE;N° COZINHAS FUNCIONANDO;FUNCIONANDO (TOTAL/LOTE);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024) TOTAL;NOVAS COZINHAS (2025);TOTAL DE COZINHA PARA ABRIR;TOTAL GERAL COZINHAS/LOTE;REFEIÇÕES /DIA
20;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231114001121900;382.5;2023-11-14;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";382.5;11418;152.01;2023-11-16;16;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
21;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231114001121900;6814.5;2023-11-14;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";6814.5;11417;6814.5;2023-11-16;16;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
22;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231116001122300;54437.02;2023-11-16;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);54437.04;11447;5591.95;2023-11-17;17;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
23;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231121001125800;127.5;2023-11-21;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";127.5;11488;50.67;2023-11-22;22;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
24;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231121001125900;1678.98;2023-11-21;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";1678.98;11485;1593.0;2023-11-22;22;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
25;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231122001126000;13493.78;2023-11-22;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);13493.85;11484;1118.39;2023-11-23;23;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
26;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231123001127500;1394.28;2023-11-23;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";1394.28;2168;464.13;2023-11-24;24;2ªQuinzena;nov.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
27;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231124001128300;24502.93;2023-11-24;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";24502.93;2164;23542.0;2023-11-27;27;2ªQuinzena;nov.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
28;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231124001128300;137850.9;2023-11-24;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);137850.9;2167;355.15;2023-11-27;27;2ªQuinzena;nov.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
29;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231128001129900;425.0;2023-11-28;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";425.0;11509;168.9;2023-11-29;29;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
30;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231128001129900;8889.9;2023-11-28;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";8889.9;11511;8850.0;2023-11-29;29;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
31;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231128001130100;74878.11;2023-11-28;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);74878.16;11512;5272.41;2023-11-29;29;2ªQuinzena;nov.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
32;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231129001131900;53640.0;2023-11-29;7453545000100;MT MARTINS BATISTA LTDA;Nota Fiscal;122;"Serviço de preparo de alimento
";53640.0;355;53640.0;2023-11-30;30;2ªQuinzena;nov.;2023;Efetivada;07453545000100;07453545;0001;00;1;R MARTINS COMERCIO E SERVICOS;02;20210622;00;4761003;1412602,1413402,1811301,1812100,1813001,1821100,1822901,1830001,2399199,3600602,4322302,4330404,4399104,4511101,4511102,4520001,4530703,4530705,4712100,4713004,4721102,4721103,4721104,4722901,4723700,4724500,4729601,4732600,4741500,4742300,4743100,4744001,4744003,4751201,4752100,4753900,4754701,4754703,4755501,4755503,4756300,4757100,4759801,4761001,4762800,4763601,4763602,4772500,4773300,4774100,4781400,4782201,4783101,4785701,4789001,4789005,4789007,4923002,4924800,4929902,5510801,5611201,5620101,5620102,5819100,6209100,6311900,6920601,7020400,7311400,7319003,7319004,7711000,7719599,7739003,7739099,8211300,8219901,8219999,8230001,8230002,8599604,9319101,9511800,9512600,9529105;RUA;RAIMUNDO ALCOFORADO;620;;ALTO GUARAMIRANGA;62700000;;;07453545000100;1355;2302800.0;Canindé;CANINDÉ;Sertão de Canindé;Sertão de Canindé;LOTE 32;CACTUS;Canindé;10.0;31.0;10.0;31.0;0.0;0.0;2.0;2.0;33.0;3.3
33;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231205001136400;11000.0;2023-12-05;3448365000171;F C IBIAPINA;Nota Fiscal;121;"Deslocamento e Logística (combustiveis, locação de veiculos)
";11000.0;288;5000.0;2023-12-06;6;1ªQuinzena;dez.;2023;Efetivada;03448365000171;03448365;0001;71;1;;02;20051103;00;8211300;7711000;RUA;BARAO DO RIO BRANCO;1071;SALA  728;CENTRO;60025060;;;03448365000171;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
34;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231206001136900;11287.74;2023-12-06;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";11287.74;11589;11283.75;2023-12-07;7;1ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
35;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231206001136900;567.64;2023-12-06;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";567.64;11578;219.57;2023-12-07;7;1ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
36;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231206001136900;101229.87;2023-12-06;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);101229.87;11588;6357.0;2023-12-07;7;1ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
37;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231211001141400;6533.36;2023-12-11;899037000101;POSTO DOTH LTDA;Nota Fiscal;121;"Deslocamento e Logística (combustiveis, locação de veiculos)
";6533.38;6977;6533.38;2023-12-12;12;1ªQuinzena;dez.;2023;Efetivada;00899037000101;00899037;0001;01;1;POSTO DOTH;02;20051103;00;4731800;4520005,4520006,4530705,4732600,4784900;RUA;SEBASTIAO RIBEIRO DA SILVA;S/N;;CENTRO;63800000;;;00899037000101;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
38;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001150600;1394.28;2023-12-19;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";1394.28;2349;128.52;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
39;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001150800;199914.22;2023-12-19;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);199914.23;2351;435.62;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
40;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001150900;32409.0;2023-12-19;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";32409.0;2357;31916.0;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
41;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001151000;425.0;2023-12-19;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";425.0;11662;168.9;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
42;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001151100;8291.65;2023-12-19;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";8291.65;11663;7861.75;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
43;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001151100;7591.47;2023-12-19;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);7591.47;11667;4298.0;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
44;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231219001151200;55430.2;2023-12-19;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);55430.42;11666;1085.18;2023-12-20;20;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
45;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231223001154400;552.5;2023-12-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";552.5;11705;219.57;2023-12-26;26;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
46;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231223001154400;9762.87;2023-12-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";9762.87;11704;9204.0;2023-12-26;26;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
47;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231223001154400;9872.16;2023-12-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);9872.16;11707;5587.4;2023-12-26;26;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
48;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231223001154400;76859.24;2023-12-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);76859.37;11706;6231.03;2023-12-26;26;2ªQuinzena;dez.;2023;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
49;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231223001154400;711.0;2023-12-23;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";711.0;2376;711.0;2023-12-26;26;2ªQuinzena;dez.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
50;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20231226001154700;12597.13;2023-12-26;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);12597.15;2375;4.79;2023-12-27;27;2ªQuinzena;dez.;2023;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
